UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
111496126,57174,2021-01-19 14:44:42,2021-01-19 14:45:15,Rynek,Rynek,1
111496203,650661,2021-01-19 14:47:39,2021-01-19 14:51:28,Rondo Reagana,Plac Grunwaldzki (DS Ołówek),4
111496240,651205,2021-01-19 14:49:01,2021-01-19 14:56:49,Drobnera / Dubois,Poza stacją,8
111496253,57495,2021-01-19 14:49:21,2021-01-19 15:05:31,Wałbrzyska - pętla tramwajowa,Centrum Handlowe Auchan Bielany,17
111496282,57174,2021-01-19 14:50:15,2021-01-19 15:07:17,Poza stacją,Poza stacją,18
111496310,651317,2021-01-19 14:51:41,2021-01-19 15:14:35,Poza stacją,Kraszewskiego / Trzebnicka,23
111496316,651256,2021-01-19 14:52:01,2021-01-19 15:06:14,Powstańcow Śląskich / Aleja Hallera,al. Armii Krajowej / Bardzka,15
111496359,650482,2021-01-19 14:53:14,2021-01-19 14:58:56,Powstańców Śląskich (Arkady Wrocławskie),Powstańców Śląskich (Arkady Wrocławskie),6
111496361,650031,2021-01-19 14:53:27,2021-01-19 15:02:53,Wyszyńskiego / Szczytnicka,Kościuszki / Pułaskiego,10
111496363,650617,2021-01-19 14:53:29,2021-01-19 15:08:23,Łukasiewicza / Smoluchowskiego (PWr),Dworzec Główny ,15
111496372,650661,2021-01-19 14:53:41,2021-01-19 15:05:13,Plac Grunwaldzki (DS Ołówek),Poza stacją,12
111496405,651260,2021-01-19 14:55:24,2021-01-19 15:07:04,Plac Powstańców Warszawy (Muzeum Narodowe),Traugutta / Kościuszki,12
111496506,650482,2021-01-19 14:59:49,2021-01-19 15:07:39,Powstańców Śląskich (Arkady Wrocławskie),Poza stacją,8
111496558,651151,2021-01-19 15:02:08,2021-01-19 15:08:43,Legnicka / Wejherowska,Lotnicza / Bajana,7
111496559,57433,2021-01-19 15:02:14,2021-01-19 15:08:11,Legnicka / Wejherowska,Drzewieckiego / Dedala,6
111496601,650989,2021-01-19 15:03:38,2021-01-19 15:11:37,Fosa Miejska ,Zaporoska / Grabiszyńska,8
111496602,650021,2021-01-19 15:03:38,2021-01-19 15:24:25,Dworzec Główny ,Nowowiejska / Wyszyńskiego,21
111496611,650764,2021-01-19 15:03:53,2021-01-19 15:19:59,Zaporoska / Grabiszyńska,Powstańców Śląskich/Orla,17
111496612,651249,2021-01-19 15:03:55,2021-01-19 15:14:43,Poza stacją,Komandorska / Kamienna,11
111496614,651060,2021-01-19 15:04:07,2021-01-19 15:10:42,Nowowiejska / Wyszyńskiego,Jedności Narodowej / Wyszyńskiego,7
111496615,650540,2021-01-19 15:04:09,2021-01-19 15:22:56,Kościuszki / Komuny Paryskiej / Zgodna,Świeradowska (Ferio Gaj ),19
111496627,651247,2021-01-19 15:04:31,2021-01-19 15:12:36,Grabiszyńska / Aleja Hallera,Grabiszyńska / Magazynierska (Corte Verona),9
111496636,57330,2021-01-19 15:04:48,2021-01-19 15:10:44,Nowowiejska / Wyszyńskiego,Jedności Narodowej / Wyszyńskiego,6
111496657,650031,2021-01-19 15:05:44,2021-01-19 15:18:12,Kościuszki / Pułaskiego,Ślężna / Aleja Wiśniowa,13
111496686,650363,2021-01-19 15:06:43,2021-01-19 15:24:47,Legnicka / Wejherowska,Legnicka / Wejherowska,19
111496708,650652,2021-01-19 15:07:10,2021-01-19 15:16:51,al. Armii Krajowej / Tarnogajska,Karwińska / Opolska,10
111496750,650661,2021-01-19 15:08:29,2021-01-19 15:09:04,Poza stacją,Poza stacją,1
111496809,57608,2021-01-19 15:10:39,2021-01-19 15:34:09,Mickiewicza / pętla tramwajowa,Jedności Narodowej / Wyszyńskiego,24
111496814,651324,2021-01-19 15:10:57,2021-01-19 15:13:48,Zatorska / Królewska - pętla MPK,Okulickiego,3
111496833,650482,2021-01-19 15:11:51,2021-01-19 15:20:43,Poza stacją,Szewska / Kazimierza Wielkiego ,9
111496835,650661,2021-01-19 15:12:00,2021-01-19 15:22:31,Poza stacją,Poza stacją,11
111496839,651151,2021-01-19 15:12:07,2021-01-19 15:32:51,Lotnicza / Bajana,Lotnicza / Na Ostatnim Groszu,21
111496879,57174,2021-01-19 15:13:36,2021-01-19 15:15:41,Poza stacją,Plac Staszica,3
111496917,57153,2021-01-19 15:15:00,2021-01-19 15:30:46,Aleja Kromera,Poniatowskiego / Oleśnicka,16
111496939,650969,2021-01-19 15:15:38,2021-01-19 15:26:56,Mościckiego (stacja kolejowa),Buforowa - Vivaldiego,12
111496997,57946,2021-01-19 15:18:19,2021-01-19 15:25:25,Mickiewicza / pętla tramwajowa,Marca Polo (Olimpia Port),8
111497004,651467,2021-01-19 15:18:31,2021-01-19 15:25:31,Ślężna / Aleja Wiśniowa,Aleja Hallera / Mielecka,7
111497042,651317,2021-01-19 15:20:00,2021-01-19 15:20:17,Kraszewskiego / Trzebnicka,Kraszewskiego / Trzebnicka,1
111497045,651394,2021-01-19 15:20:04,2021-01-19 15:34:41,Kościuszki / Pułaskiego,al. Armii Krajowej / Bardzka,15
111497053,57291,2021-01-19 15:20:22,2021-01-19 15:25:12,Traugutta / Pułaskiego,Plac Grunwaldzki / Polaka,5
111497059,650541,2021-01-19 15:20:30,2021-01-19 15:46:28,Powstańców Śląskich/Orla,Aleja Bielany,26
111497067,651317,2021-01-19 15:20:50,2021-01-19 15:43:09,Kraszewskiego / Trzebnicka,Poza stacją,23
111497076,57037,2021-01-19 15:21:04,2021-01-19 15:26:45,Kołłątaja / Podwale,Powstańców Śląskich (Arkady Wrocławskie),6
111497088,650583,2021-01-19 15:21:29,2021-01-19 15:28:27,Lotnicza / Na Ostatnim Groszu,Lotnicza / Metalowców,7
111497092,57820,2021-01-19 15:21:50,2021-01-19 15:28:50,Łukasiewicza / Smoluchowskiego (PWr),Wróblewskiego (Teki),7
111497137,650482,2021-01-19 15:23:56,2021-01-19 15:36:23,Poza stacją,Hubska / Prudnicka,13
111497141,651034,2021-01-19 15:24:02,2021-01-19 15:29:13,al. Armii Krajowej / Borowska,Kamienna / Borowska (Aquapark),6
111497142,651472,2021-01-19 15:24:03,2021-01-19 15:27:34,Zaporoska / Grabiszyńska,Zaporoska / Gajowicka,4
111497147,650413,2021-01-19 15:24:16,2021-01-19 15:31:24,Żmigrodzka / Broniewskiego,"Paprotna / Obornicka, zajezdnia MPK",8
111497190,57793,2021-01-19 15:26:07,2021-01-19 16:02:20,Aleja Bielany,Rogowska/Sukielicka,37
111497262,57010,2021-01-19 15:29:38,2021-01-19 16:44:38,Kamienna / Borowska (Aquapark),al. Armii Krajowej / Borowska,75
111497298,57726,2021-01-19 15:31:27,2021-01-19 15:41:09,"Grochowa / Jemiołowa,",Aleja Hallera / Mielecka,10
111497304,650661,2021-01-19 15:31:33,2021-01-19 15:51:08,Poza stacją,al. Kochanowskiego / Kopernika,20
111497320,651348,2021-01-19 15:31:54,2021-01-19 15:38:25,Wita Stwosza / Szewska,Drobnera / Dubois,7
111497357,57037,2021-01-19 15:33:08,2021-01-19 15:42:04,Powstańców Śląskich (Arkady Wrocławskie),Ślężna / Aleja Wiśniowa,9
111497359,651472,2021-01-19 15:33:11,2021-01-19 15:40:56,Zaporoska / Gajowicka,Plac Legionów,8
111497364,57738,2021-01-19 15:33:20,2021-01-19 15:39:11,Śrubowa / Strzegomska,Otyńska,6
111497413,650117,2021-01-19 15:35:02,2021-01-19 15:36:42,Ślężna / Skierniewicka,Ślężna / Skierniewicka,2
111497420,650021,2021-01-19 15:35:27,2021-01-19 15:51:47,Nowowiejska / Wyszyńskiego,Wita Stwosza / Szewska,17
111497426,650704,2021-01-19 15:35:42,2021-01-19 16:21:22,Pereca / Grabiszyńska,Koszarowa / UWr,46
111497429,651151,2021-01-19 15:35:47,2021-01-19 15:45:11,Lotnicza / Na Ostatnim Groszu,Klecińska / Duńska,10
111497452,57166,2021-01-19 15:36:33,2021-01-19 15:40:36,Rynek,Kurkowa / Dubois,5
111497464,57535,2021-01-19 15:36:57,2021-01-19 15:41:27,Ślężna / Skierniewicka,Ślężna / Aleja Wiśniowa,5
111497496,57383,2021-01-19 15:38:06,2021-01-19 15:42:01,Piławska,Borowska (Uniw. Szpital Kliniczny),4
111497500,57415,2021-01-19 15:38:15,2021-01-19 15:56:40,Krakowska / Leroy Merlin,Kamienna / Tomaszowska,19
111497512,650482,2021-01-19 15:38:49,2021-01-19 15:40:41,Hubska / Prudnicka,Hubska / Prudnicka,2
111497587,650944,2021-01-19 15:41:48,2021-01-19 15:52:24,Aleja Hallera / Mielecka,Komandorska / Kamienna,11
111497592,650031,2021-01-19 15:42:02,2021-01-19 15:58:31,Ślężna / Aleja Wiśniowa,Plac Dominikański (Galeria Dominikańska),17
111497612,57193,2021-01-19 15:42:43,2021-01-19 15:58:57,Śrubowa / Strzegomska,Dworzec Główny ,17
111497623,650736,2021-01-19 15:43:10,2021-01-19 15:55:01,Borowska (Uniw. Szpital Kliniczny),Dyrekcyjna / Borowska (Wroclavia),12
111497627,651081,2021-01-19 15:43:19,2021-01-19 15:50:46,Plac Uniwersytecki (UWr),Poza stacją,8
111497630,57495,2021-01-19 15:43:28,2021-01-19 16:01:43,Centrum Handlowe Auchan Bielany,Solskiego / al. Piastów,19
111497636,57198,2021-01-19 15:43:40,2021-01-19 15:51:34,Komandorska / Sanocka,"Dworzec Główny, południe",8
111497637,650482,2021-01-19 15:43:40,2021-01-19 15:57:14,Hubska / Prudnicka,Poza stacją,14
111497658,650643,2021-01-19 15:44:35,2021-01-19 15:53:23,Promenady Wrocławskie,Sienkiewicza / Wyszyńskiego,9
111497676,651472,2021-01-19 15:45:19,2021-01-19 15:52:49,Plac Legionów,Żelazna / Pereca,8
111497737,57264,2021-01-19 15:47:53,2021-01-19 16:05:56,Kutrzeby / Hubala,Poza stacją,19
111497750,651151,2021-01-19 15:48:15,2021-01-19 15:57:13,Klecińska / Duńska,Grabiszyńska / Aleja Hallera,9
111497778,650881,2021-01-19 15:48:55,2021-01-19 15:56:04,Kraszewskiego / Trzebnicka,Bałtycka / Żmigrodzka,8
111497811,650273,2021-01-19 15:49:59,2021-01-19 16:01:36,Plac Kościuszki (Renoma),Plac Kościuszki (Renoma),12
111497824,651451,2021-01-19 15:50:36,2021-01-19 16:06:36,Plac Kościuszki (Renoma),Poza stacją,16
111497832,57124,2021-01-19 15:50:44,2021-01-19 15:57:31,Sienkiewicza / Wyszyńskiego,Sienkiewicza / Wyszyńskiego,7
111497851,57497,2021-01-19 15:51:27,2021-01-19 16:10:16,Kazimierza Wielkiego (Helios),Bezpieczna / Obornicka,19
111497853,57556,2021-01-19 15:51:28,2021-01-19 16:01:53,Bałtycka / Żmigrodzka,Żmigrodzka / Marino,11
111497866,650004,2021-01-19 15:51:55,2021-01-19 16:04:12,Kościuszki / Komuny Paryskiej / Zgodna,Dyrekcyjna / Borowska (Wroclavia),13
111497872,650021,2021-01-19 15:52:19,2021-01-19 15:59:11,Wita Stwosza / Szewska,Plac Kościuszki (Renoma),7
111497882,57994,2021-01-19 15:52:42,2021-01-19 16:06:46,Hubska / Prudnicka,Hubska / Prudnicka,15
111497894,57328,2021-01-19 15:53:16,2021-01-19 16:09:37,Klecińska (Wrocław Grabiszyn),Pereca / Grabiszyńska,17
111497900,651123,2021-01-19 15:53:21,2021-01-19 16:06:48,Hubska / Prudnicka,Komandorska / Kamienna,14
111497907,650958,2021-01-19 15:53:36,2021-01-19 15:56:31,al. Karkonoska / Jeździecka,Zwycięska / Ołtaszyńska,3
111497934,650491,2021-01-19 15:54:52,2021-01-19 16:10:22,Zaporoska / Wielka / Krucza,Krucza / Mielecka / Stalowa,16
111497958,57037,2021-01-19 15:55:45,2021-01-19 16:10:29,Ślężna / Aleja Wiśniowa,Plac Uniwersytecki (UWr),15
111498013,650617,2021-01-19 15:57:35,2021-01-19 17:37:45,Dworzec Główny ,Dworzec Główny ,101
111498044,57712,2021-01-19 15:58:57,2021-01-19 17:17:18,Jagiełły / Dmowskiego ,Jagiełły / Dmowskiego ,79
111498051,650482,2021-01-19 15:59:05,2021-01-19 16:04:52,Poza stacją,Świeradowska / Krynicka,6
111498176,651130,2021-01-19 16:03:15,2021-01-19 16:03:50,Grota-Roweckiego / Parafialna,Grota-Roweckiego / Parafialna,1
111498178,651252,2021-01-19 16:03:17,2021-01-19 16:11:59,Obornicka / Bałtycka,Plac Świętego Macieja / Trzebnicka,9
111498205,651110,2021-01-19 16:04:13,2021-01-19 16:04:44,Grota-Roweckiego / Parafialna,Grota-Roweckiego / Parafialna,1
111498209,650911,2021-01-19 16:04:21,2021-01-19 17:17:18,Borowska (Uniw. Szpital Kliniczny),Poza stacją,73
111498210,650761,2021-01-19 16:04:22,2021-01-19 16:25:29,Rynek,Nyska / Jesionowa,22
111498227,57758,2021-01-19 16:04:50,2021-01-19 16:15:24,Lotnicza / Na Ostatnim Groszu,Hermanowska / Kołobrzeska,11
111498246,57159,2021-01-19 16:05:21,2021-01-19 16:19:24,Grota-Roweckiego / Parafialna,Kamienna / Borowska (Aquapark),15
111498258,650864,2021-01-19 16:05:48,2021-01-19 16:20:12,Rynek,Legnicka / Wejherowska,15
111498266,651034,2021-01-19 16:06:01,2021-01-19 16:12:31,Kamienna / Borowska (Aquapark),Dworzec Główny ,7
111498272,57907,2021-01-19 16:06:11,2021-01-19 16:20:37,Fabryczna / Wagonowa,Grabiszyńska / Stalowa,15
111498292,651228,2021-01-19 16:06:59,2021-01-19 16:31:47,Aleja Kromera,pl. Orląt Lwowskich,25
111498295,650004,2021-01-19 16:07:08,2021-01-19 16:13:02,Dyrekcyjna / Borowska (Wroclavia),Kamienna / Tomaszowska,6
111498302,57310,2021-01-19 16:07:36,2021-01-19 16:25:59,Młodych Techników,Popowicka ,19
111498303,57193,2021-01-19 16:07:45,2021-01-19 16:29:35,Dworzec Główny ,Nowowiejska / Wyszyńskiego,22
111498306,650718,2021-01-19 16:07:50,2021-01-19 16:14:38,Plac Kościuszki (Renoma),Kościuszki / Komuny Paryskiej / Zgodna,7
111498309,650482,2021-01-19 16:07:53,2021-01-19 16:27:04,Świeradowska / Krynicka,Poza stacją,20
111498337,57597,2021-01-19 16:08:45,2021-01-19 16:13:46,Fosa Miejska ,Dworzec Główny ,6
111498362,651451,2021-01-19 16:09:50,2021-01-19 16:14:02,Poza stacją,Poza stacją,5
111498375,57328,2021-01-19 16:10:20,2021-01-19 16:25:05,Pereca / Grabiszyńska,Fosa Miejska ,15
111498377,57378,2021-01-19 16:10:29,2021-01-19 16:14:33,Zwycięska / Agrestowa,al. Karkonoska / Jeździecka,5
111498395,57037,2021-01-19 16:11:14,2021-01-19 16:21:58,Plac Uniwersytecki (UWr),Promenady Wrocławskie,11
111498422,57556,2021-01-19 16:11:43,2021-01-19 17:07:30,Żmigrodzka / Marino,Poza stacją,56
111498431,650031,2021-01-19 16:12:04,2021-01-19 16:19:44,Plac Dominikański (Galeria Dominikańska),Drobnera / Plac Bema,8
111498448,650888,2021-01-19 16:12:35,2021-01-28 10:25:59,Rynek,Rynek,12614
111498453,650700,2021-01-19 16:12:42,2021-01-19 16:19:38,Skarbowców / Wietrzna,Powstańców Śląskich/Orla,7
111498473,650736,2021-01-19 16:13:21,2021-01-19 16:30:44,Dyrekcyjna / Borowska (Wroclavia),"Dworzec Główny, południe",18
111498486,650944,2021-01-19 16:13:43,2021-01-19 16:17:57,Komandorska / Kamienna,Ślężna / Aleja Wiśniowa,5
111498493,57608,2021-01-19 16:13:54,2021-01-19 16:24:44,Jedności Narodowej / Wyszyńskiego,Sienkiewicza / Piastowska,11
111498499,651317,2021-01-19 16:14:09,2021-01-19 16:22:10,Poza stacją,Aleja Kromera,9
111498498,57867,2021-01-19 16:14:09,2021-01-19 16:30:23,Rynek,Grabiszyńska / Magazynierska (Corte Verona),17
111498561,651451,2021-01-19 16:16:02,2021-01-19 16:17:26,Poza stacją,Poza stacją,2
111498619,651024,2021-01-19 16:17:48,2021-01-19 16:28:06,Sienkiewicza / Wyszyńskiego,Kołłątaja / Podwale,11
111498646,651144,2021-01-19 16:18:39,2021-01-19 16:35:18,Piaskowa / św. Ducha,Obornicka / Bałtycka,17
111498673,57569,2021-01-19 16:19:44,2021-01-19 16:31:55,Wyszyńskiego / Szczytnicka,Dworzec Główny ,13
111498745,650955,2021-01-19 16:22:17,2021-01-19 16:33:20,Wyszyńskiego / Szczytnicka,Kazimierza Wielkiego (Helios),12
111498749,651151,2021-01-19 16:22:29,2021-01-19 16:29:48,Grabiszyńska / Aleja Hallera,Grabiszyńska / Stalowa,8
111498752,651152,2021-01-19 16:22:34,2021-01-19 16:26:07,Aleja Kromera,Poza stacją,4
111498758,650661,2021-01-19 16:22:49,2021-01-19 16:36:33,al. Kochanowskiego / Kopernika,Poza stacją,14
111498771,651304,2021-01-19 16:23:26,2021-01-19 16:24:50,Aleja Bielany,Aleja Bielany,2
111498778,651261,2021-01-19 16:23:40,2021-01-19 16:37:47,Kościuszki / Komuny Paryskiej / Zgodna,Kościuszki / Pułaskiego,15
111498816,650541,2021-01-19 16:25:05,2021-01-19 17:02:45,Aleja Bielany,Grabiszyńska / Aleja Hallera,38
111498818,651451,2021-01-19 16:25:10,2021-01-19 16:31:48,Poza stacją,Rondo Reagana,7
111498870,651152,2021-01-19 16:26:38,2021-01-19 16:29:25,Poza stacją,Jedności Narodowej / Wyszyńskiego,3
111498877,651373,2021-01-19 16:26:53,2021-01-19 16:27:04,Ślężna / pętla tramwajowa,Ślężna / pętla tramwajowa,1
111498903,650482,2021-01-19 16:27:47,2021-01-19 16:32:39,Poza stacją,Świeradowska / Krynicka,5
111498934,650171,2021-01-19 16:28:26,2021-01-19 16:41:37,Plac Uniwersytecki (UWr),Traugutta / Pułaskiego,14
111498946,650761,2021-01-19 16:29:07,2021-01-19 16:29:39,Nyska / Jesionowa,Nyska / Jesionowa,1
111498964,651060,2021-01-19 16:29:41,2021-01-19 16:44:52,Jedności Narodowej / Wyszyńskiego,Poza stacją,16
111498973,650519,2021-01-19 16:29:57,2021-01-19 16:42:03,Świeradowska / Krynicka,Ślężna / Aleja Wiśniowa,13
111499030,651034,2021-01-19 16:32:01,2021-01-19 16:44:28,Dworzec Główny ,Plac Powstańców Śląskich,13
111499055,57459,2021-01-19 16:33:34,2021-01-19 16:46:18,Poza stacją,Poza stacją,13
111499062,57193,2021-01-19 16:33:49,2021-01-19 16:50:51,Nowowiejska / Wyszyńskiego,Dworzec Główny ,18
111499065,650736,2021-01-19 16:33:52,2021-01-19 16:47:30,"Dworzec Główny, południe",al. Kochanowskiego / Śniadeckich ,14
111499071,650482,2021-01-19 16:34:04,2021-01-19 16:47:06,Świeradowska / Krynicka,"Dworzec Główny, południe",14
111499151,651390,2021-01-19 16:36:57,2021-01-19 16:38:28,"Kosmonautów / Fieldorfa, szpital wojewódzki","Kosmonautów / Fieldorfa, szpital wojewódzki",2
111499188,650718,2021-01-19 16:38:17,2021-01-19 16:53:48,Kościuszki / Komuny Paryskiej / Zgodna,Nowowiejska / Wyszyńskiego,16
111499199,651451,2021-01-19 16:38:38,2021-01-19 16:47:25,Rondo Reagana,Nowowiejska / Jedności Narodowej,9
111499214,650838,2021-01-19 16:39:03,2021-01-19 16:48:53,"Kosmonautów / Fieldorfa, szpital wojewódzki",Wojanowska / Arbuzowa ,10
111499240,650402,2021-01-19 16:40:26,2021-01-19 16:41:05,Lotnicza / Bajana,Lotnicza / Bajana,1
111499242,650491,2021-01-19 16:40:32,2021-01-19 16:57:55,Krucza / Mielecka / Stalowa,Plac Kościuszki (Renoma),18
111499356,57198,2021-01-19 16:44:38,2021-01-19 16:49:14,"Dworzec Główny, południe",Poza stacją,5
111499392,650842,2021-01-19 16:45:57,2021-01-19 16:49:02,Rogowska/Sukielicka,Rogowska / Zemska,4
111499419,57459,2021-01-19 16:46:53,2021-01-19 16:51:09,Poza stacją,Poza stacją,5
111499422,650141,2021-01-19 16:46:56,2021-01-19 16:57:36,Kamieńskiego,Obornicka / Bałtycka,11
111499453,57221,2021-01-19 16:48:11,2021-01-19 16:57:55,Legnicka / Zachodnia ,Jagiełły / Dmowskiego ,10
111499474,651203,2021-01-19 16:49:01,2021-01-19 16:55:34,Plac Legionów,Pereca / Grabiszyńska,7
111499499,651060,2021-01-19 16:49:38,2021-01-19 16:54:42,Poza stacją,Kasprowicza / Syrokomli,6
111499542,57056,2021-01-19 16:51:18,2021-01-19 17:10:50,Kazimierza Wielkiego (Helios),al. Armii Krajowej / Borowska,20
111499579,57495,2021-01-19 16:52:45,2021-01-19 17:04:47,Solskiego / al. Piastów,Grabiszyńska / Aleja Hallera,13
111499586,57198,2021-01-19 16:52:53,2021-01-19 16:55:55,Poza stacją,Powstańców Śląskich (Arkady Wrocławskie),4
111499640,651451,2021-01-19 16:54:21,2021-01-19 16:55:12,Nowowiejska / Jedności Narodowej,Nowowiejska / Jedności Narodowej,1
111499658,651263,2021-01-19 16:55:01,2021-01-19 17:05:50,Kasprowicza / Syrokomli,Poza stacją,11
111499722,651367,2021-01-19 16:57:12,2021-01-19 17:17:15,Plac Staszica,Zaporoska / Grabiszyńska,21
111499729,57294,2021-01-19 16:57:34,2021-01-19 17:06:38,Zaporoska / Grabiszyńska,Fosa Miejska ,10
111499749,650141,2021-01-19 16:58:29,2021-01-19 17:14:01,Obornicka / Bałtycka,Szewska / Kazimierza Wielkiego ,16
111499761,650482,2021-01-19 16:58:46,2021-01-19 17:10:07,"Dworzec Główny, południe",Poza stacją,12
111499765,651451,2021-01-19 16:58:49,2021-01-19 17:14:06,Nowowiejska / Jedności Narodowej,Poza stacją,16
111499795,651193,2021-01-19 16:59:58,2021-01-19 17:11:33,Krucza / Mielecka / Stalowa,Szczęśliwa (Sky Tower),12
111499848,650540,2021-01-19 17:02:15,2021-01-19 17:21:25,Świeradowska (Ferio Gaj ),Szczęśliwa (Sky Tower),20
111499903,57198,2021-01-19 17:04:35,2021-01-19 17:10:36,Powstańców Śląskich (Arkady Wrocławskie),Plac Legionów,7
111499956,651140,2021-01-19 17:06:34,2021-01-19 17:18:05,Prochowicka / Dolnobrzeska,Poza stacją,12
111500011,651263,2021-01-19 17:08:28,2021-01-19 17:20:29,Poza stacją,Poza stacją,13
111500026,57556,2021-01-19 17:08:46,2021-01-19 17:28:26,Poza stacją,Poza stacją,20
111500076,651232,2021-01-19 17:10:34,2021-01-19 17:27:48,Poza stacją,Legnicka (Park Magnolia),18
111500119,57159,2021-01-19 17:12:00,2021-01-19 17:25:06,Kamienna / Borowska (Aquapark),Kamienna / Borowska (Aquapark),14
111500123,57010,2021-01-19 17:12:08,2021-01-19 17:18:47,al. Armii Krajowej / Borowska,Dyrekcyjna / Borowska (Wroclavia),7
111500146,651471,2021-01-19 17:12:43,2021-01-19 17:28:11,Poza stacją,al. Armii Krajowej / Bardzka,16
111500162,650482,2021-01-19 17:13:29,2021-01-19 17:25:45,Poza stacją,Poza stacją,13
111500174,650955,2021-01-19 17:13:48,2021-01-19 17:16:15,Kazimierza Wielkiego (Helios),Kazimierza Wielkiego (Helios),3
111500180,651305,2021-01-19 17:14:01,2021-01-19 17:29:14,Legnicka (Park Magnolia),Plac Legionów,16
111500208,650541,2021-01-19 17:15:04,2021-01-19 17:33:36,Grabiszyńska / Aleja Hallera,Grabiszyńska / Stalowa,19
111500305,651395,2021-01-19 17:18:46,2021-01-19 17:36:40,Plac Dominikański (Galeria Dominikańska),Plac Dominikański (Galeria Dominikańska),18
111500316,651390,2021-01-19 17:19:22,2021-01-19 17:28:08,"Kosmonautów / Fieldorfa, szpital wojewódzki",Wojanowska / Arbuzowa ,9
111500319,651451,2021-01-19 17:19:27,2021-01-19 17:36:31,Poza stacją,Poza stacją,18
111500354,57994,2021-01-19 17:20:40,2021-01-19 17:38:53,Hubska / Prudnicka,Borowska (Uniw. Szpital Kliniczny),19
111500375,651131,2021-01-19 17:21:17,2021-01-19 17:35:34,Żeromskiego / Daszyńskiego,Koszarowa / UWr,15
111500403,650955,2021-01-19 17:22:17,2021-01-19 17:28:07,Kazimierza Wielkiego (Helios),Jagiełły / Dmowskiego ,6
111500430,57919,2021-01-19 17:23:21,2021-01-19 21:27:53,Mościckiego / Chińska ,al. Armii Krajowej / Bardzka,245
111500447,57291,2021-01-19 17:23:55,2021-01-19 17:24:11,Plac Grunwaldzki / Polaka,Plac Grunwaldzki / Polaka,1
111500474,57822,2021-01-19 17:24:30,2021-01-19 17:35:22,Żmigrodzka / Broniewskiego,Plac Świętego Macieja / Trzebnicka,11
111500492,651263,2021-01-19 17:24:51,2021-01-19 17:31:24,Poza stacją,Poza stacją,7
111500503,650488,2021-01-19 17:25:01,2021-01-19 18:00:57,Fabryczna / Wagonowa,Poza stacją,36
111500513,650428,2021-01-19 17:25:23,2021-01-19 17:37:46,Krzywoustego / Korona,Krzywoustego - Rynek Psie Pole,13
111500536,650482,2021-01-19 17:26:16,2021-01-19 17:27:08,Poza stacją,Poza stacją,1
111500614,57556,2021-01-19 17:29:03,2021-01-19 17:39:58,Poza stacją,Rondo Reagana,11
111500630,57995,2021-01-19 17:29:35,2021-01-19 17:30:10,al. Armii Krajowej / Bardzka,al. Armii Krajowej / Bardzka,1
111500641,57130,2021-01-19 17:29:55,2021-01-19 17:30:24,Plac Strzegomski / Poznańska,Plac Strzegomski / Poznańska,1
111500657,651394,2021-01-19 17:30:32,2021-01-19 17:50:08,al. Armii Krajowej / Bardzka,al. Armii Krajowej / Bardzka,20
111500714,57495,2021-01-19 17:32:18,2021-01-19 17:46:14,Grabiszyńska / Aleja Hallera,Solskiego / al. Piastów,14
111500715,650482,2021-01-19 17:32:20,2021-01-19 17:40:17,Poza stacją,Poza stacją,8
111500767,650541,2021-01-19 17:34:16,2021-01-19 17:34:22,Grabiszyńska / Stalowa,Grabiszyńska / Stalowa,1
111500768,651193,2021-01-19 17:34:16,2021-01-19 17:51:57,Szczęśliwa (Sky Tower),Popowicka / Niedźwiedzia ,18
111500769,651251,2021-01-19 17:34:17,2021-01-19 17:43:03,Sienkiewicza / Piastowska,Janiszewskiego (PWr),9
111500783,651151,2021-01-19 17:34:54,2021-01-19 17:37:18,Grabiszyńska / Stalowa,Pereca / Grabiszyńska,3
111500785,57907,2021-01-19 17:34:55,2021-01-19 17:40:39,Grabiszyńska / Stalowa,Grabiszyńska / Magazynierska (Corte Verona),6
111500808,650906,2021-01-19 17:35:57,2021-01-19 18:00:43,Solskiego / al. Piastów,Świdnicka / Piłsudskiego (Hotel Scandic),25
111500815,651252,2021-01-19 17:36:14,2021-01-19 17:49:04,Plac Świętego Macieja / Trzebnicka,Powstańców Śląskich (Arkady Wrocławskie),13
111500821,651263,2021-01-19 17:36:34,2021-01-19 17:45:41,Poza stacją,Poza stacją,10
111500831,57729,2021-01-19 17:36:55,2021-01-19 17:47:30,Skarbowców / Wietrzna,Czekoladowa / Wałbrzyska,11
111500844,57264,2021-01-19 17:37:11,2021-01-19 17:47:24,Poza stacją,Powstańcow Śląskich / Aleja Hallera,11
111500845,651395,2021-01-19 17:37:12,2021-01-19 17:41:46,Plac Dominikański (Galeria Dominikańska),Dworzec Główny ,5
111500871,57010,2021-01-19 17:38:16,2021-01-19 17:46:15,Dyrekcyjna / Borowska (Wroclavia),Kościuszki / Komuny Paryskiej / Zgodna,8
111500959,57556,2021-01-19 17:41:10,2021-01-19 17:57:39,Rondo Reagana,Poza stacją,17
111501004,650482,2021-01-19 17:43:02,2021-01-19 17:47:47,Poza stacją,Drobnera / Dubois,5
111501029,650643,2021-01-19 17:43:44,2021-01-19 17:48:56,Sienkiewicza / Wyszyńskiego,Poza stacją,6
